,Unnamed: 0,name,age,market_value,fee,loan,ATT,SKI,MOV,POW,MEN,DEF,GK,league_to_encoded,position_Attacking Midfield,position_Central Midfield,position_Centre-Back,position_Centre-Forward,position_Defensive Midfield,position_Goalkeeper,position_Left Midfield,position_Left Winger,position_Left-Back,position_Right Midfield,position_Right Winger,position_Right-Back,position_Second Striker
312,424,Matteo Lovato,22,7.0,7.0,False,64.0,61.0,64.0,59.0,56.0,42.0,8.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
313,425,Strahinja Pavlovic,21,5.0,7.0,False,17.0,20.0,48.0,42.0,32.0,12.0,79.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
314,427,Aaron Boupendza,26,7.0,7.0,False,65.0,68.0,78.0,69.0,59.0,30.0,11.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0
315,431,Luan Peres,28,7.0,5.23,False,60.0,58.0,75.0,73.0,58.0,39.0,12.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
316,433,Fabien Centonze,26,7.0,4.0,False,66.0,61.0,78.0,68.0,55.0,29.0,10.0,7,0,0,0,0,0,0,0,0,0,0,0,1,0
317,434,Toby Alderweireld,33,7.0,4.0,False,60.0,69.0,72.0,72.0,69.0,69.0,12.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
318,436,Raoul Bellanova,22,7.0,3.12,True,51.0,47.0,62.0,58.0,56.0,75.0,10.0,11,0,0,0,0,0,0,0,0,0,1,0,0,0
320,438,Morten Thorsby,26,7.0,3.0,False,65.0,73.0,67.0,77.0,71.0,74.0,10.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
321,439,Adam Ounas,25,7.0,3.0,False,57.0,53.0,52.0,62.0,66.0,72.0,11.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0
322,442,Oliver Abildgaard,26,7.0,1.0,True,66.0,69.0,78.0,69.0,64.0,41.0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
325,447,Anthony Caci,25,7.0,0.0,False,62.0,51.0,79.0,72.0,56.0,21.0,10.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
326,448,Milot Rashica,26,7.0,0.0,True,65.0,75.0,79.0,64.0,64.0,43.0,13.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0
327,451,Colin Dagba,23,7.0,0.0,True,58.0,69.0,59.0,68.0,66.0,73.0,10.0,7,0,0,0,0,0,0,0,0,0,0,0,1,0
328,455,Jack Stephens,28,7.0,0.0,True,68.0,66.0,72.0,76.0,70.0,70.0,9.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0
329,461,Thomas Strakosha,27,7.0,0.0,False,56.0,57.0,79.0,51.0,47.0,23.0,12.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0
330,462,Stefano Sensi,26,7.0,0.0,True,62.0,71.0,80.0,71.0,57.0,33.0,13.0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
331,463,Ghislain Konan,26,7.0,0.0,False,61.0,67.0,81.0,65.0,56.0,22.0,10.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0
332,464,Miguel Borja,29,3.7,6.7,False,61.0,71.0,70.0,68.0,68.0,68.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
333,468,Alberth Elis,26,6.5,6.0,False,62.0,67.0,84.0,68.0,53.0,39.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,471,Mostafa Mohamed,24,6.5,3.85,False,52.0,57.0,76.0,62.0,58.0,73.0,9.0,14,0,0,0,1,0,0,0,0,0,0,0,0,0
336,473,Andreaw Gravillon,24,6.5,3.0,False,71.0,68.0,76.0,78.0,71.0,43.0,12.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0
339,476,Niklas Stark,27,6.5,0.0,False,63.0,60.0,66.0,70.0,67.0,71.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
340,477,Jed Wallace,28,6.5,0.0,False,68.0,68.0,72.0,66.0,60.0,27.0,11.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
341,480,Junior Messias,31,6.0,6.2,False,57.0,58.0,82.0,66.0,62.0,67.0,11.0,11,0,0,0,0,0,0,0,0,0,0,1,0,0
342,481,Victor Boniface,21,700k,6.1,False,69.0,74.0,65.0,67.0,68.0,57.0,10.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
343,482,Gonzalo Plata,21,6.0,9.0,False,63.0,68.0,67.0,68.0,69.0,67.0,11.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0
344,483,Yusuf Demir,19,5.0,6.0,False,58.0,50.0,63.0,70.0,53.0,36.0,12.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0
345,485,Santiago Gimenez,21,4.0,6.0,False,57.0,63.0,71.0,70.0,65.0,72.0,13.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
346,486,Mario Gila,21,500k,6.0,False,56.0,52.0,66.0,69.0,62.0,72.0,11.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
347,487,Fernando,23,5.0,6.0,False,53.0,66.0,54.0,72.0,65.0,85.0,11.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
348,491,Bjorn Meijer,19,3.0,6.0,False,69.0,69.0,73.0,67.0,68.0,67.0,12.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
349,492,Christian Benteke,31,6.0,5.46,False,41.0,34.0,47.0,53.0,48.0,69.0,10.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0
350,494,Valentin Rosier,25,6.0,4.8,False,64.0,74.0,76.0,65.0,62.0,52.0,10.0,14,0,0,0,0,0,0,0,0,0,0,0,1,0
351,495,Anel Ahmedhodzic,23,6.0,4.5,False,61.0,51.0,66.0,65.0,56.0,32.0,12.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
352,502,Willy Boly,31,6.0,2.6,False,66.0,67.0,79.0,64.0,56.0,28.0,10.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0
353,503,Bartlomiej Dragowski,24,6.0,2.45,False,46.0,46.0,67.0,63.0,53.0,71.0,11.0,11,0,0,0,0,0,1,0,0,0,0,0,0,0
354,504,Eric Bailly,28,6.0,2.0,True,63.0,72.0,77.0,67.0,64.0,46.0,9.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0
355,505,Amadou Diawara,25,6.0,1.89,False,63.0,79.0,77.0,61.0,68.0,49.0,12.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
356,506,Daniel Wass,33,6.0,1.75,False,65.0,67.0,78.0,67.0,55.0,32.0,11.0,13,0,1,0,0,0,0,0,0,0,0,0,0,0
357,507,Marc Bartra,31,6.0,1.25,False,72.0,76.0,74.0,67.0,74.0,36.0,8.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
358,508,Lorenzo Lucca,21,6.0,1.0,True,54.0,60.0,67.0,62.0,64.0,76.0,10.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
359,510,Florent Mollet,30,6.0,500000.0,False,53.0,58.0,49.0,74.0,64.0,71.0,10.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
360,511,Tino Kadewere,26,6.0,400000.0,True,79.0,70.0,65.0,76.0,78.0,44.0,11.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
361,512,Mergim Berisha,24,6.0,300000.0,True,60.0,64.0,78.0,56.0,63.0,69.0,10.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
362,514,Filip Uremovic,25,6.0,0.0,False,59.0,53.0,72.0,64.0,51.0,16.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
363,515,Lys Mousset,26,6.0,0.0,False,65.0,53.0,63.0,72.0,55.0,19.0,10.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
364,516,Ermedin Demirovic,24,6.0,0.0,False,45.0,44.0,46.0,57.0,57.0,72.0,12.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
365,517,Mohamed Daramy,20,6.0,0.0,True,57.0,60.0,67.0,63.0,58.0,75.0,12.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0
366,519,Stefan Ortega,29,6.0,0.0,False,44.0,43.0,61.0,62.0,55.0,64.0,11.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0
367,521,Hannibal,19,6.0,0.0,True,60.0,59.0,67.0,75.0,63.0,63.0,11.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
368,524,Valentino Lazaro,26,6.0,0.0,True,56.0,56.0,73.0,61.0,58.0,65.0,11.0,11,0,0,0,0,0,0,0,0,0,1,0,0,0
369,526,Callum Robinson,27,6.0,0.0,False,72.0,77.0,77.0,66.0,63.0,49.0,11.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
370,527,Aaron Connolly,22,6.0,0.0,True,59.0,56.0,69.0,66.0,55.0,65.0,10.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0
371,528,Zack Steffen,27,6.0,0.0,True,65.0,60.0,69.0,74.0,53.0,33.0,11.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
372,530,Martin Braithwaite,31,6.0,0.0,False,19.0,23.0,41.0,45.0,32.0,17.0,76.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
373,533,Marin Pongracic,24,6.0,0.0,True,50.0,46.0,67.0,66.0,53.0,66.0,11.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
374,534,Adil Aouchiche,20,6.0,0.0,False,57.0,56.0,58.0,68.0,44.0,15.0,10.0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
375,535,Jordan Amavi,28,6.0,0.0,True,65.0,72.0,72.0,72.0,66.0,63.0,12.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
376,536,Artem Dzyuba,33,6.0,0.0,False,48.0,57.0,65.0,67.0,56.0,66.0,8.0,14,0,0,0,1,0,0,0,0,0,0,0,0,0
377,537,Mahdi Camara,24,6.0,0.0,True,21.0,17.0,47.0,43.0,34.0,22.0,75.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
378,539,Matt Turner,28,5.0,5.9,False,68.0,62.0,77.0,71.0,59.0,32.0,13.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0
379,540,Darko Gyabi,18,0,5.8,False,59.0,59.0,69.0,62.0,57.0,66.0,10.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0
380,543,Janis Antiste,20,4.0,5.68,False,69.0,60.0,82.0,71.0,64.0,44.0,8.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
381,544,Casper Nielsen,28,5.5,7.0,False,62.0,71.0,79.0,70.0,68.0,63.0,8.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
382,546,Petar Musa,24,5.0,5.5,False,58.0,49.0,56.0,65.0,49.0,23.0,11.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
384,547,Williot Swedberg,18,5.0,5.5,False,60.0,70.0,82.0,62.0,58.0,39.0,10.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
385,548,Johan Mojica,30,5.0,5.5,False,59.0,69.0,72.0,69.0,66.0,63.0,10.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
386,549,Vincent Janssen,28,2.5,5.5,False,51.0,53.0,68.0,58.0,51.0,65.0,8.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
387,550,Oriol Romeu,30,5.0,5.5,False,61.0,69.0,65.0,68.0,70.0,60.0,14.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
388,551,Arne Maier,23,5.5,5.0,False,60.0,64.0,75.0,58.0,53.0,20.0,9.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
389,553,Alessandro Florenzi,31,5.5,2.7,False,63.0,61.0,74.0,62.0,53.0,34.0,9.0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
390,554,Sead Haksabanovic,23,5.5,2.5,False,48.0,52.0,81.0,63.0,54.0,57.0,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
391,556,Abdulrahman Ghareeb,25,3.0,5.25,False,71.0,78.0,72.0,68.0,60.0,39.0,9.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0
392,557,Anthony Modeste,34,3.0,5.1,False,51.0,61.0,67.0,62.0,62.0,76.0,13.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
393,558,Andrea Cambiaso,22,5.0,12.85,False,55.0,48.0,65.0,60.0,56.0,61.0,11.0,11,0,0,0,0,0,0,0,0,1,0,0,0,0
395,559,Kristian Thorstvedt,23,5.0,10.15,False,63.0,70.0,76.0,62.0,64.0,59.0,12.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
396,560,Raphael Onyedika,21,5.0,9.5,False,60.0,54.0,67.0,72.0,57.0,24.0,7.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
397,562,Ko Itakura,25,5.0,5.0,False,65.0,58.0,70.0,68.0,58.0,25.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
398,563,Wilfried Kanga,24,2.2,5.0,False,67.0,69.0,79.0,72.0,71.0,74.0,10.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
399,564,Pablo Torre,19,3.0,5.0,False,58.0,68.0,71.0,55.0,51.0,25.0,10.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
400,565,Thomas Henry,27,5.0,5.0,False,13.0,16.0,29.0,34.0,23.0,13.0,61.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
401,566,Domagoj Bradaric,22,3.5,5.0,False,64.0,69.0,74.0,72.0,58.0,29.0,12.0,11,0,0,0,0,0,0,0,0,1,0,0,0,0
402,567,Federico Bonazzoli,25,5.0,5.0,False,47.0,45.0,64.0,60.0,54.0,74.0,11.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
403,568,Adam Masina,28,3.0,5.0,False,57.0,61.0,63.0,67.0,63.0,68.0,9.0,11,0,0,0,0,0,0,0,0,1,0,0,0,0
404,571,Salis Abdul Samed,22,3.0,5.0,False,57.0,50.0,65.0,67.0,49.0,23.0,10.0,7,0,0,0,0,1,0,0,0,0,0,0,0,0
405,572,Brice Samba,28,2.5,5.0,False,43.0,44.0,64.0,59.0,48.0,67.0,10.0,7,0,0,0,0,0,1,0,0,0,0,0,0,0
406,574,Jurgen Ekkelenkamp,22,3.5,5.0,False,67.0,58.0,71.0,74.0,57.0,21.0,12.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
407,576,Davide Bettella,22,2.0,5.0,False,55.0,60.0,80.0,61.0,56.0,58.0,10.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
408,577,Luis Milla,27,5.0,5.0,False,58.0,61.0,80.0,67.0,58.0,38.0,9.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
409,579,Calvin Ramsay,18,5.0,4.9,False,60.0,63.0,72.0,68.0,65.0,63.0,9.0,9,0,0,0,0,0,0,0,0,0,0,0,1,0
410,581,Ignatius Ganago,23,5.0,4.4,False,63.0,61.0,70.0,63.0,50.0,21.0,11.0,7,0,0,0,1,0,0,0,0,0,0,0,0,0
411,582,Johann Lepenant,19,5.0,4.25,False,60.0,65.0,64.0,71.0,67.0,74.0,10.0,7,0,0,0,0,1,0,0,0,0,0,0,0,0
414,585,Jean Onana,22,5.0,4.0,False,54.0,61.0,77.0,63.0,57.0,66.0,9.0,7,0,0,0,0,1,0,0,0,0,0,0,0,0
415,586,Ezequiel Ponce,25,5.0,4.0,False,52.0,63.0,65.0,64.0,62.0,63.0,7.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
416,587,Andrea Carboni,21,5.0,4.0,False,65.0,69.0,64.0,64.0,55.0,30.0,11.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
417,589,Maxim Leitsch,24,5.0,3.5,False,65.0,64.0,71.0,70.0,67.0,71.0,13.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
418,591,Jackson Muleka,22,5.0,3.35,False,49.0,51.0,56.0,63.0,59.0,71.0,11.0,14,0,0,0,1,0,0,0,0,0,0,0,0,0
419,592,Mario Vuskovic,20,5.0,3.0,False,43.0,44.0,67.0,55.0,48.0,71.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
420,593,Jordan Torunarigha,24,5.0,3.0,False,66.0,55.0,68.0,74.0,64.0,28.0,10.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
421,594,Pablo Maffeo,24,5.0,3.0,False,63.0,67.0,73.0,71.0,66.0,79.0,10.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
422,596,Josh Cullen,26,5.0,3.0,False,49.0,54.0,70.0,61.0,55.0,68.0,10.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
423,598,Simon Banza,25,5.0,2.96,False,22.0,20.0,57.0,50.0,34.0,14.0,79.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
424,601,Tonny Vilhena,27,5.0,2.5,False,64.0,69.0,72.0,77.0,66.0,68.0,8.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
426,603,Umut Bozok,25,5.0,2.0,False,59.0,54.0,60.0,68.0,59.0,75.0,9.0,14,0,0,0,1,0,0,0,0,0,0,0,0,0
427,604,Jimmy Cabot,28,5.0,2.0,False,66.0,60.0,70.0,71.0,62.0,26.0,11.0,7,0,0,0,0,0,0,0,0,0,1,0,0,0
430,606,Dominik Kohr,28,5.0,1.5,False,52.0,49.0,60.0,66.0,58.0,69.0,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
431,607,Lucas Perrin,23,5.0,1.5,False,56.0,59.0,79.0,65.0,55.0,37.0,12.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0
432,608,Marcelino Moreno,28,5.0,1.5,False,52.0,60.0,64.0,55.0,63.0,60.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
433,609,Jan Kuchta,25,5.0,1.0,True,49.0,50.0,59.0,57.0,52.0,72.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
434,610,Henry Onyekuru,25,5.0,1.0,True,57.0,51.0,60.0,65.0,53.0,73.0,11.0,14,0,0,0,0,0,0,0,1,0,0,0,0,0
435,612,Jack Hendry,27,5.0,600000.0,True,54.0,63.0,68.0,50.0,64.0,57.0,10.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
436,613,Mathew Ryan,30,5.0,500000.0,False,54.0,64.0,59.0,60.0,51.0,43.0,9.0,13,0,0,0,0,0,1,0,0,0,0,0,0,0
437,614,Ludwig Augustinsson,28,5.0,500000.0,True,63.0,61.0,69.0,61.0,55.0,21.0,11.0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
440,616,Nemanja Matic,33,5.0,0.0,False,66.0,73.0,79.0,66.0,59.0,38.0,10.0,11,0,0,0,0,1,0,0,0,0,0,0,0,0
441,617,Junior Dina Ebimbe,21,5.0,0.0,True,70.0,78.0,64.0,67.0,73.0,67.0,8.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
442,619,Sepp van den Berg,20,5.0,0.0,True,71.0,66.0,72.0,71.0,65.0,35.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
443,620,Sebastiano Esposito,20,5.0,0.0,True,13.0,15.0,44.0,40.0,28.0,12.0,65.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
444,621,Amos Pieper,24,5.0,0.0,False,45.0,43.0,44.0,57.0,50.0,70.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
445,623,Tom Lawrence,28,5.0,0.0,False,18.0,19.0,39.0,37.0,29.0,19.0,70.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
446,625,Aaron Mooy,31,5.0,0.0,False,55.0,58.0,66.0,50.0,46.0,29.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,628,Rodrigo Muniz,21,5.0,0.0,True,64.0,75.0,76.0,71.0,67.0,55.0,9.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
448,632,Benjamin Lecomte,31,5.0,0.0,True,64.0,58.0,67.0,68.0,55.0,21.0,7.0,5,0,0,0,0,0,1,0,0,0,0,0,0,0
449,633,Sebastian Walukiewicz,22,5.0,0.0,True,17.0,17.0,34.0,41.0,23.0,11.0,70.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
450,634,Shane Duffy,30,5.0,0.0,True,73.0,68.0,68.0,74.0,67.0,79.0,11.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0
451,636,Giuseppe Pezzella,24,5.0,0.0,True,69.0,61.0,75.0,68.0,53.0,23.0,10.0,11,0,0,0,0,0,0,0,0,1,0,0,0,0
452,638,Jeff Hendrick,30,5.0,0.0,True,55.0,45.0,61.0,67.0,56.0,68.0,10.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
453,639,Gonzalo Villar,24,5.0,0.0,True,58.0,64.0,68.0,66.0,70.0,69.0,11.0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
454,640,Ethan Laird,21,5.0,0.0,True,63.0,73.0,64.0,71.0,72.0,73.0,11.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
455,641,Riechedly Bazoer,25,5.0,0.0,False,21.0,20.0,60.0,47.0,26.0,16.0,72.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
456,642,Ian Maatsen,20,5.0,0.0,True,63.0,52.0,69.0,73.0,56.0,26.0,14.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
457,643,Levi Colwill,19,5.0,0.0,True,59.0,65.0,73.0,56.0,55.0,44.0,9.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0
458,645,Antonio Blanco,22,5.0,0.0,True,54.0,50.0,68.0,67.0,48.0,17.0,10.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
459,648,Steven Alzate,23,5.0,0.0,True,72.0,75.0,75.0,77.0,72.0,72.0,9.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
460,649,Fernando Pacheco,30,5.0,0.0,False,64.0,53.0,69.0,68.0,57.0,18.0,9.0,5,0,0,0,0,0,1,0,0,0,0,0,0,0
461,654,Marcos Paulo,21,5.0,0.0,True,65.0,62.0,62.0,72.0,64.0,24.0,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
462,655,David Ospina,33,5.0,0.0,False,83.0,83.0,76.0,79.0,72.0,51.0,10.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0
463,657,Anthony Nwakaeme,33,5.0,0.0,False,64.0,70.0,82.0,60.0,61.0,58.0,8.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0
464,659,Dia Saba,29,4.8,0.0,False,74.0,76.0,62.0,78.0,70.0,17.0,2.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
465,663,Nicolas Moumi Ngamaleu,28,4.7,2.0,False,63.0,77.0,77.0,68.0,62.0,32.0,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466,665,Denis Vavro,26,3.0,4.5,False,18.0,20.0,54.0,49.0,29.0,19.0,74.0,13,0,0,1,0,0,0,0,0,0,0,0,0,0
467,669,Allahyar Sayyadmanesh,21,2.5,4.5,False,67.0,74.0,68.0,61.0,68.0,52.0,10.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
468,671,Pietro Pellegri,21,4.5,4.2,False,45.0,45.0,59.0,58.0,51.0,71.0,10.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
469,672,Jamie Leweling,21,4.5,4.0,False,66.0,56.0,78.0,71.0,57.0,33.0,10.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
470,673,Patrick Berg,24,4.5,4.0,False,65.0,61.0,77.0,71.0,61.0,27.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
471,674,Andraz Sporar,28,4.5,3.5,False,50.0,44.0,58.0,63.0,59.0,67.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472,675,Luca Kilian,22,4.5,2.0,False,66.0,68.0,70.0,68.0,70.0,81.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
473,676,Ezequiel Bullaude,21,4.5,2.0,False,61.0,63.0,68.0,67.0,58.0,20.0,9.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
474,677,Moussa Sissoko,32,4.5,2.0,False,51.0,53.0,71.0,57.0,55.0,64.0,11.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
475,680,Christopher Jullien,29,4.5,1.0,False,70.0,59.0,67.0,72.0,56.0,21.0,10.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0
476,682,Hiroki Ito,23,4.5,400000.0,False,57.0,61.0,73.0,68.0,57.0,66.0,14.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
477,684,Oliver Burke,25,4.5,0.0,False,64.0,75.0,72.0,75.0,66.0,67.0,10.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
478,685,Benjamin Verbic,28,4.5,0.0,False,66.0,71.0,73.0,79.0,71.0,70.0,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
479,686,Bernard,29,4.5,0.0,False,68.0,65.0,77.0,68.0,63.0,18.0,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
480,687,Wylan Cyprien,27,4.5,0.0,True,58.0,68.0,83.0,62.0,53.0,39.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
481,688,Junior Sambia,25,4.5,0.0,False,59.0,55.0,65.0,73.0,51.0,19.0,10.0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
482,690,Jordan Beyer,22,4.5,0.0,True,70.0,73.0,74.0,71.0,69.0,65.0,12.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
483,692,David Okereke,24,4.5,0.0,False,65.0,71.0,73.0,67.0,56.0,36.0,7.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
484,694,Dimitrios Pelkas,28,4.5,0.0,True,61.0,67.0,79.0,67.0,67.0,64.0,11.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
485,695,Ilan Kebbal,24,4.5,0.0,True,47.0,54.0,54.0,64.0,61.0,74.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
486,703,Pablo Solari,21,1.8,4.2,False,64.0,57.0,70.0,66.0,56.0,24.0,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
487,704,Stefano Denswil,29,4.2,0.0,False,71.0,55.0,46.0,66.0,72.0,38.0,10.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
488,705,Michele Di Gregorio,24,3.8,4.15,False,61.0,63.0,74.0,66.0,62.0,66.0,10.0,11,0,0,0,0,0,1,0,0,0,0,0,0,0
489,706,Veljko Birmancevic,24,3.5,4.1,False,59.0,66.0,69.0,63.0,62.0,60.0,11.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0
490,707,Bosko Sutalo,22,3.0,4.05,False,60.0,54.0,54.0,68.0,63.0,78.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
491,708,Jens Stage,25,3.5,4.0,False,45.0,41.0,56.0,59.0,46.0,70.0,11.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
492,709,Filippo Melegoni,23,2.0,4.0,False,62.0,70.0,61.0,66.0,65.0,62.0,11.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0
493,711,Sotiris Alexandropoulos,20,3.0,4.0,False,56.0,62.0,75.0,58.0,56.0,58.0,9.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
494,712,Jaka Bijol,23,3.5,4.0,False,50.0,58.0,58.0,68.0,56.0,68.0,11.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
495,713,Enzo Ebosse,23,2.0,4.0,False,60.0,57.0,75.0,69.0,63.0,72.0,11.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
