,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
1103,Filip Ugrinic,Left Midfield,23,2.5,Switzerland,Super League,FC Luzern,Switzerland,Super League,BSC Young Boys,2.0,False
1104,Gianluca Lapadula,Centre-Forward,32,2.5,Italy,Serie B,Benevento Calcio,Italy,Serie B,Cagliari Calcio,2.0,False
1105,Niclas Eliasson,Right Midfield,26,2.5,France,Ligue 2,Nîmes Olympique,Greece,Super League 1,AEK Athens,2.0,False
1106,Haji Wright,Centre-Forward,24,2.5,Denmark,1.Division,SönderjyskE,Türkiye,Süper Lig,Antalyaspor,1.88,False
1107,Dario Saric,Central Midfield,25,2.5,Italy,Serie B,Ascoli Calcio,Italy,Serie B,Palermo FC,1.8,False
1108,Steven Zuber,Left Winger,30,2.5,Germany,Bundesliga,Eintracht Frankfurt,Greece,Super League 1,AEK Athens,1.6,False
1109,Samuele Birindelli,Right-Back,22,2.5,Italy,Serie B,Pisa Sporting Club,Italy,Serie A,AC Monza,1.6,False
1110,Hrvoje Babec,Defensive Midfield,22,2.5,Croatia,SuperSport HNL,HNK Gorica,Latvia,Virsliga,Riga FC,1.6,False
1111,Dembo Darboe,Centre-Forward,23,2.5,Belarus,Vysheyshaya Liga,Shakhter Soligorsk,United Arab Emirates,UAE Pro League,Al-Nasr SC (UAE),1.5,False
1112,Mounir Chouiar,Left Winger,23,2.5,France,Ligue 2,Dijon FCO,Türkiye,Süper Lig,Basaksehir FK,1.5,False
1113,Lei Wu,Right Winger,30,2.5,Spain,LaLiga,RCD Espanyol Barcelona,China,Super League,Shanghai Port,1.5,False
1114,Miguel Merentiel,Centre-Forward,26,2.5,Argentina,Liga Profesional,Defensa y Justicia,Brazil,Série A,Sociedade Esportiva Palmeiras,1.4,False
1115,Afonso Sousa,Attacking Midfield,22,2.5,Portugal,Liga Sabseg,B SAD,Poland,Ekstraklasa,Lech Poznan,1.2,False
1116,Antonio Candreva,Right Midfield,35,2.5,Italy,Serie A,UC Sampdoria,Italy,Serie A,US Salernitana 1919,1.0,True
1117,Mijat Gacinovic,Attacking Midfield,27,2.5,Germany,Bundesliga,TSG 1899 Hoffenheim,Greece,Super League 1,AEK Athens,1.0,False
1118,Rubén Alcaraz,Central Midfield,31,2.5,Spain,LaLiga,Real Valladolid CF,Spain,LaLiga,Cádiz CF,1.0,False
1119,Víctor Chust,Centre-Back,22,2.5,Spain,LaLiga,Real Madrid,Spain,LaLiga,Cádiz CF,1.0,False
1120,Nuno Santos,Attacking Midfield,23,2.5,Portugal,Liga Portugal,SL Benfica,United States,MLS,Charlotte FC,1.0,False
1121,Kiko Femenía,Right-Back,31,2.5,England,Championship,Watford FC,Spain,LaLiga,Villarreal CF,980k,False
1122,Dominique Heintz,Centre-Back,28,2.5,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,VfL Bochum,600k,True
1123,Sebastian Lletget,Central Midfield,29,2.5,United States,MLS,New England Revolution,United States,MLS,FC Dallas,546k,False
1124,Philipp Förster,Attacking Midfield,27,2.5,Germany,Bundesliga,VfB Stuttgart,Germany,Bundesliga,VfL Bochum,500k,False
1125,Muhammed Gümüşkaya,Attacking Midfield,21,2.5,Türkiye,Süper Lig,Fenerbahce,Belgium,Jupiler Pro League,KVC Westerlo,500k,False
1126,Fran Villalba,Attacking Midfield,24,2.5,England,Championship,Birmingham City,Spain,LaLiga SmartBank,Sporting Gijón,500k,False
1127,Lazar Randjelovic,Right Winger,25,2.5,Greece,Super League 1,Olympiacos Piraeus,Russia,Premier Liga,Ural Yekaterinburg,500k,True
1128,Javi Hernández,Left-Back,24,2.5,Spain,LaLiga SmartBank,CD Leganés,Spain,LaLiga,Girona FC,500k,True
1129,Makhtar Gueye,Centre-Forward,24,2.5,Belgium,Jupiler Pro League,KV Oostende,Spain,LaLiga SmartBank,Real Zaragoza,300k,True
1130,Fran Villalba,Attacking Midfield,24,2.5,Spain,LaLiga SmartBank,Sporting Gijón,Spain,LaLiga SmartBank,Málaga CF,150k,True
1131,Mamadou Coulibaly,Central Midfield,23,2.5,Italy,Serie A,US Salernitana 1919,Italy,Serie B,Ternana Calcio,100k,True
1132,Leo Greiml,Centre-Back,20,2.5,Austria,Bundesliga,Rapid Vienna,Germany,Bundesliga,FC Schalke 04,0,False
1133,Michal Karbownik,Left-Back,21,2.5,England,Premier League,Brighton & Hove Albion,Germany,2. Bundesliga,Fortuna Düsseldorf,0,True
1134,Vital Nsimba,Left-Back,29,2.5,France,Ligue 1,Clermont Foot 63,France,Ligue 2,FC Girondins Bordeaux,0,False
1135,Marco John,Left-Back,20,2.5,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,2. Bundesliga,SpVgg Greuther Fürth,0,True
1136,Albian Ajeti,Centre-Forward,25,2.5,Scotland,Premiership,Celtic FC,Austria,Bundesliga,SK Sturm Graz,0,True
1137,Juan Mata,Attacking Midfield,34,2.5,England,Premier League,Manchester United,Türkiye,Süper Lig,Galatasaray,0,False
1138,Bas Dost,Centre-Forward,33,2.5,Belgium,Jupiler Pro League,Club Brugge KV,Netherlands,Eredivisie,FC Utrecht,0,False
1139,Fredrik Bjørkan,Left-Back,24,2.5,Germany,Bundesliga,Hertha BSC,Netherlands,Eredivisie,Feyenoord Rotterdam,0,True
1140,Hördur Magnússon,Centre-Back,29,2.5,Russia,Premier Liga,CSKA Moscow,Greece,Super League 1,Panathinaikos FC,0,False
1141,Gideon Mensah,Left-Back,24,2.5,Austria,Bundesliga,Red Bull Salzburg,France,Ligue 1,AJ Auxerre,0,False
1142,Rubén Peña,Right-Back,30,2.5,Spain,LaLiga,Villarreal CF,Spain,LaLiga,CA Osasuna,0,False
1143,Aitor Fernández,Goalkeeper,31,2.5,Spain,LaLiga SmartBank,Levante UD,Spain,LaLiga,CA Osasuna,0,False
1144,Tommy Doyle,Central Midfield,20,2.5,England,Premier League 2,Manchester City U21,England,Championship,Sheffield United,0,True
1145,Zouhair Feddal,Centre-Back,32,2.5,Portugal,Liga Portugal,Sporting CP,Spain,LaLiga,Real Valladolid CF,0,False
1146,Moritz Jenz,Centre-Back,23,2.5,France,Ligue 1,FC Lorient,Scotland,Premiership,Celtic FC,0,True
1147,Iñigo Córdoba,Left Winger,25,2.5,Spain,LaLiga,Athletic Bilbao,Netherlands,Eredivisie,Fortuna Sittard,0,False
1148,Sandi Lovric,Central Midfield,24,2.5,Switzerland,Super League,FC Lugano,Italy,Serie A,Udinese Calcio,0,False
1149,Yann Gboho,Attacking Midfield,21,2.5,France,Ligue 1,Stade Rennais FC,Belgium,Jupiler Pro League,Cercle Brugge ,0,False
1150,Finn Ole Becker,Central Midfield,22,2.5,Germany,2. Bundesliga,FC St. Pauli,Germany,Bundesliga,TSG 1899 Hoffenheim,0,False
1151,Marcos Guilherme,Left Winger,26,2.5,Brazil,Série A,Sport Club Internacional,Brazil,Série A,São Paulo Futebol Clube,0,False
1152,Dorian Dessoleil,Centre-Back,29,2.5,Belgium,Jupiler Pro League,Royal Antwerp FC,Belgium,Jupiler Pro League,KV Kortrijk,0,True
1153,Andy Rinomhota,Central Midfield,25,2.5,England,Championship,Reading FC,Wales,Championship,Cardiff City,0,False
1154,Nicolas N'Koulou,Centre-Back,32,2.5,England,Championship,Watford FC,Greece,Super League 1,Aris Thessaloniki,0,False
1155,Denis Cheryshev,Left Winger,31,2.5,Spain,LaLiga,Valencia CF,Italy,Serie B,Venezia FC,0,False
1156,Guillermo Varela,Right-Back,29,2.5,Russia,Premier Liga,Dynamo Moscow,Brazil,Série A,CR Flamengo,0,True
1157,Brian Oliván,Left-Back,28,2.5,Spain,LaLiga,RCD Mallorca,Spain,LaLiga,RCD Espanyol Barcelona,0,False
1158,Dani Gómez,Centre-Forward,24,2.5,Spain,LaLiga SmartBank,Levante UD,Spain,LaLiga,RCD Espanyol Barcelona,0,True
1159,José Carlos Lazo,Left Winger,26,2.5,Spain,LaLiga,UD Almería,Spain,LaLiga,RCD Espanyol Barcelona,0,False
1160,Alberto Grassi,Defensive Midfield,27,2.5,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,FC Empoli,0,True
1161,Bruno Gomes,Defensive Midfield,21,2.5,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Coritiba Foot Ball Club,0,True
1162,Emiliano Martínez,Defensive Midfield,23,2.5,Brazil,Série A,Red Bull Bragantino,Denmark,Superliga,FC Midtjylland,0,True
1163,Francisco Ginella,Central Midfield,23,2.5,United States,MLS,Los Angeles FC,Uruguay,Primera División Clausura,Club Nacional,0,True
1164,Martin Boyle,Right Winger,29,2.5,Saudi Arabia,Without League,Al-Faisaly FC,Scotland,Premiership,Hibernian FC,0,False
1165,Ivan,Goalkeeper,25,2.5,Brazil,Série A,Sport Club Corinthians Paulista,Russia,Premier Liga,Zenit St. Petersburg,0,True
1166,Jonathan Panzo,Centre-Back,21,2.5,England,Premier League,Nottingham Forest,England,Championship,Coventry City,0,True
1167,Keinan Davis,Centre-Forward,24,2.5,England,Premier League,Aston Villa,England,Championship,Watford FC,0,True
1168,Jamie Shackleton,Right-Back,22,2.5,England,Premier League,Leeds United,England,Championship,Millwall FC,0,True
1169,Tim Iroegbunam,Central Midfield,19,2.5,England,Premier League,Aston Villa,England,Championship,Queens Park Rangers,0,True
1170,Cesc Fàbregas,Central Midfield,35,2.5,Monaco,Ligue 1,AS Monaco,Italy,Serie B,Como 1907,0,False
1171,Ryan Nyambe,Right-Back,24,2.5,England,Championship,Blackburn Rovers,England,Championship,Wigan Athletic,0,False
1172,Víctor Gómez,Right-Back,22,2.5,Spain,LaLiga,RCD Espanyol Barcelona,Portugal,Liga Portugal,SC Braga,0,True
1173,Diego Lainez,Right Winger,22,2.5,Spain,LaLiga,Real Betis Balompié,Portugal,Liga Portugal,SC Braga,0,True
1174,Jonas Martin,Defensive Midfield,32,2.5,France,Ligue 1,Stade Rennais FC,France,Ligue 1,LOSC Lille,0,False
1175,Tiago Dantas,Central Midfield,21,2.5,Portugal,Liga Portugal,SL Benfica,Greece,Super League 1,PAOK Thessaloniki,0,True
1176,José Esquivel,Defensive Midfield,24,2.5,Mexico,Liga MX Apertura,FC Juárez,Mexico,Liga MX Apertura,Club Necaxa,0,False
1177,Ben Mee,Centre-Back,32,2.5,England,Championship,Burnley FC,England,Premier League,Brentford FC,0,False
1178,Gédéon Kalulu,Right-Back,24,2.5,France,Ligue 1,AC Ajaccio,France,Ligue 1,FC Lorient,0,False
1179,Jérémy Gélin,Defensive Midfield,25,2.5,France,Ligue 1,Stade Rennais FC,France,Ligue 2,Amiens SC,0,False
1180,Yan Valery,Right-Back,23,2.5,England,Premier League,Southampton FC,France,Ligue 1,Angers SCO,0,False
1181,João Carvalho,Attacking Midfield,25,2.5,Greece,Super League 1,Olympiacos Piraeus,Portugal,Liga Portugal,GD Estoril Praia,0,True
1182,Isaac Atanga,Right Winger,22,2.5,United States,MLS,FC Cincinnati,Türkiye,1.Lig,Göztepe,0,True
1183,Andriy Yarmolenko,Right Winger,32,2.5,England,Premier League,West Ham United,United Arab Emirates,UAE Pro League,Al-Ain FC,0,False
1184,Pere Pons,Central Midfield,29,2.5,Spain,LaLiga SmartBank,Deportivo Alavés,Cyprus,Protathlima Cyta,AEK Larnaca,0,False
1185,Gonzalo Escalante,Central Midfield,29,2.5,Italy,Serie A,SS Lazio,Italy,Serie A,US Cremonese,0,True
1186,Gabriel Silva,Right Winger,20,2.5,Brazil,Série A,Sociedade Esportiva Palmeiras,Portugal,Liga Portugal,CD Santa Clara,0,True
1187,Matheus Babi,Centre-Forward,25,2.5,Brazil,Série A,Club Athletico Paranaense,Portugal,Liga Portugal,CD Santa Clara,0,True
1188,Filip Stevanovic,Left Winger,19,2.5,England,Premier League 2,Manchester City U21,Portugal,Liga Portugal,CD Santa Clara,0,True
1189,Achraf Bencharki,Left Winger,27,2.5,Egypt,Premier League,Zamalek SC,United Arab Emirates,UAE Pro League,Al-Jazira (Abu Dhabi),0,False
1190,Alfie Mawson,Centre-Back,28,2.5,England,Premier League,Fulham FC,England,League One,Wycombe Wanderers,0,False
1191,Ryan Woods,Defensive Midfield,28,2.5,England,Championship,Birmingham City,England,Championship,Hull City,0,False
1192,Martín Aguirregabiria,Right-Back,26,2.5,Spain,LaLiga SmartBank,Deportivo Alavés,Portugal,Liga Portugal,FC Famalicão,0,False
1193,Santiago Colombatto,Defensive Midfield,25,2.5,Mexico,Liga MX Apertura,Club León FC,Portugal,Liga Portugal,FC Famalicão,0,True
1194,Mathias Pereira Lage,Left Winger,25,2.5,France,Ligue 1,Angers SCO,France,Ligue 1,Stade Brestois 29,0,False
1195,Javier Eduardo López,Attacking Midfield,27,2.5,Mexico,Liga MX Apertura,Deportivo Guadalajara,Mexico,Liga MX Apertura,CF Pachuca,0,False
1196,Adel Taarabt,Central Midfield,33,2.5,Portugal,Liga Portugal,SL Benfica,United Arab Emirates,UAE Pro League,Al-Nasr SC (UAE),0,False
1197,Alessandro Schöpf,Attacking Midfield,28,2.5,Germany,2. Bundesliga,Arminia Bielefeld,Canada,MLS,Vancouver Whitecaps FC,0,False
1198,Magomed Ozdoev,Central Midfield,29,2.5,Russia,Premier Liga,Zenit St. Petersburg,Türkiye,Süper Lig,Fatih Karagümrük,0,False
1199,Vladímir Loroña,Right-Back,23,2.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Tigres UANL,0,False
1200,Joe Lolley,Right Winger,29,2.5,England,Premier League,Nottingham Forest,Australia,A-League Men,Sydney FC,0,False
1201,Idekel Domínguez,Right-Back,22,2.5,Mexico,Liga MX Apertura,Club Necaxa,Mexico,Liga MX Apertura,Atlas Guadalajara,0,False
1202,Edison Flores,Left Winger,28,2.5,United States,MLS,D.C. United,Mexico,Liga MX Apertura,Atlas Guadalajara,0,False
1203,Mauro Manotas,Centre-Forward,26,2.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Atlas Guadalajara,0,False
1204,Mariusz Stepinski,Centre-Forward,27,2.5,Italy,Serie A,Hellas Verona,Cyprus,Protathlima Cyta,Aris Limassol,0,False
1205,Richie Laryea,Right-Back,27,2.5,England,Premier League,Nottingham Forest,Canada,MLS,Toronto FC,0,True
1206,Toni Villa,Left Winger,27,2.5,Spain,LaLiga,Real Valladolid CF,Spain,LaLiga,Girona FC,0,False
1207,Nico Serrano,Left Winger,19,2.5,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga SmartBank,CD Mirandés,0,True
1208,Darlan,Defensive Midfield,24,2.5,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Brazil,Série B,Associação Chapecoense de Futebol,0,True
1209,Álvaro González,Centre-Back,32,2.5,France,Ligue 1,Olympique Marseille,Saudi Arabia,Saudi Pro League,Al-Nassr FC,0,False
1210,Valon Berisha,Central Midfield,29,2.5,France,Ligue 1,Stade Reims,Australia,A-League Men,Melbourne City FC,0,True
1211,Deyverson,Centre-Forward,31,2.5,Brazil,Série A,Sociedade Esportiva Palmeiras,Brazil,Série A,Cuiabá Esporte Clube (MT),0,False
1212,Daniel Bessa,Central Midfield,29,2.5,Italy,Serie A,Hellas Verona,United Arab Emirates,UAE Pro League,Ittihad Kalba FC,0,False
1213,Jorge Meré,Centre-Back,25,2.5,Mexico,Liga MX Apertura,CF América,Mexico,Liga MX Apertura,Mazatlán FC,0,True
1214,Juan-José Perea,Centre-Forward,22,1.2,Greece,Super League 1,PAS Giannina,Germany,Bundesliga,VfB Stuttgart,2.4,False
1215,Arthur Chaves,Centre-Back,21,50k,Brazil,Série A,Avaí FC,Portugal,Liga Sabseg,Académico Viseu FC,2.4,False
1216,Matías Cóccaro,Centre-Forward,24,2.4,Uruguay,Primera División Clausura,Montevideo City Torque,Argentina,Liga Profesional,CA Huracán,876k,False
1217,Luca Mazzitelli,Central Midfield,26,2.4,Italy,Serie A,AC Monza,Italy,Serie B,Frosinone Calcio,185k,True
1218,Antonino La Gumina,Centre-Forward,26,2.4,Italy,Serie A,UC Sampdoria,Italy,Serie B,Benevento Calcio,0,True
1219,Daniel Ballard,Centre-Back,22,2.0,England,Premier League 2,Arsenal FC U21,England,Championship,Sunderland AFC,2.3,False
1220,Josh Bowler,Right Winger,23,2.0,England,Championship,Blackpool FC,England,Premier League,Nottingham Forest,2.3,False
1221,Mees de Wit,Left-Back,24,1.5,Netherlands,Keuken Kampioen Divisie,PEC Zwolle,Netherlands,Eredivisie,AZ Alkmaar,2.3,False
1222,David Nemeth,Centre-Back,21,2.3,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,FC St. Pauli,1.3,False
1223,Andi Zeqiri,Centre-Forward,23,2.3,England,Premier League,Brighton & Hove Albion,Switzerland,Super League,FC Basel 1893,0,True
1224,Danny da Costa,Right-Back,28,2.3,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,1.FSV Mainz 05,0,False
1225,Arnór Sigurdsson,Attacking Midfield,23,2.3,Russia,Premier Liga,CSKA Moscow,Sweden,Allsvenskan,IFK Norrköping,0,True
1226,Benjamin Tetteh,Centre-Forward,25,2.3,Türkiye,1.Lig,Yeni Malatyaspor,England,Championship,Hull City,0,False
1227,Mehrdad Mohammadi,Right Winger,28,2.3,Qatar,Stars League,Al-Arabi SC,Qatar,Stars League,Al-Sailiya SC,0,False
1228,Ángel González,Right Winger,28,2.3,Argentina,Liga Profesional,Club Estudiantes de La Plata,Ecuador,Serie A Segunda Etapa,LDU Quito,0,False
1229,Jure Balkovec,Left-Back,27,2.3,Türkiye,Süper Lig,Fatih Karagümrük,Türkiye,Süper Lig,Alanyaspor,0,False
1230,Pedro Pereira,Right-Back,24,2.3,Italy,Serie A,AC Monza,Türkiye,Süper Lig,Alanyaspor,0,True
1231,Javier Salas,Defensive Midfield,28,2.3,Mexico,Liga MX Apertura,Puebla FC,Mexico,Liga MX Apertura,FC Juárez,0,False
1232,Gastón Brugman,Defensive Midfield,29,2.0,Italy,Serie B,Parma Calcio 1913,United States,MLS,Los Angeles Galaxy,2.2,False
1233,Antoine Makoumbou,Defensive Midfield,23,800k,Slovenia,Prva Liga,NK Maribor,Italy,Serie B,Cagliari Calcio,2.2,False
1234,Ousmane Camara,Centre-Back,19,2.0,France,Ligue 2,Paris FC,France,Ligue 1,Angers SCO,2.2,False
1235,Pieros Sotiriou,Centre-Forward,29,2.2,Bulgaria,efbet Liga,Ludogorets Razgrad,Japan,J1 League,Sanfrecce Hiroshima,2.0,False
1236,Léo Duarte,Centre-Back,25,2.2,Italy,Serie A,AC Milan,Türkiye,Süper Lig,Basaksehir FK,2.0,False
1237,Sebastian Polter,Centre-Forward,31,2.2,Germany,Bundesliga,VfL Bochum,Germany,Bundesliga,FC Schalke 04,1.5,False
1238,Bryan Linssen,Centre-Forward,31,2.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Japan,J1 League,Urawa Red Diamonds,1.3,False
1239,Jean-Luc Dompé,Left Winger,27,2.2,Belgium,Jupiler Pro League,SV Zulte Waregem,Germany,2. Bundesliga,Hamburger SV,1.1,False
1240,Lorenzo Pirola,Centre-Back,20,2.2,Italy,Serie A,Inter Milan,Italy,Serie A,US Salernitana 1919,900k,True
1241,Samuel Bastien,Central Midfield,25,2.2,Belgium,Jupiler Pro League,Standard Liège,England,Championship,Burnley FC,800k,False
1242,Kristijan Bistrovic,Central Midfield,24,2.2,Russia,Premier Liga,CSKA Moscow,Italy,Serie A,US Lecce,300k,True
1243,Paul Seguin,Central Midfield,27,2.2,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,1.FC Union Berlin,0,False
1244,Milos Pantovic,Attacking Midfield,25,2.2,Germany,Bundesliga,VfL Bochum,Germany,Bundesliga,1.FC Union Berlin,0,False
1245,Josep Martínez,Goalkeeper,24,2.2,Germany,Bundesliga,RB Leipzig,Italy,Serie B,Genoa CFC,0,True
1246,Leo Stulac,Defensive Midfield,27,2.2,Italy,Serie A,FC Empoli,Italy,Serie B,Palermo FC,0,True
1247,Landry Dimata,Centre-Forward,24,2.2,Spain,LaLiga,RCD Espanyol Barcelona,Netherlands,Eredivisie,NEC Nijmegen,0,True
1248,Kjell Scherpen,Goalkeeper,22,2.2,England,Premier League,Brighton & Hove Albion,Netherlands,Eredivisie,Vitesse Arnhem,0,True
1249,Josh Laurent,Central Midfield,27,2.2,England,Championship,Reading FC,England,Championship,Stoke City,0,False
1250,Niels Nkounkou,Left-Back,21,2.2,England,Premier League,Everton FC,Wales,Championship,Cardiff City,0,True
1251,Koni De Winter,Centre-Back,20,2.2,Italy,Serie C-A,Juventus Next Gen,Italy,Serie A,FC Empoli,0,True
1252,Paulo Victor,Left-Back,21,2.2,Brazil,Série A,Sport Club Internacional,Brazil,Série B,Clube de Regatas Vasco da Gama,0,True
1253,Charalampos Lykogiannis,Left-Back,28,2.2,Italy,Serie B,Cagliari Calcio,Italy,Serie A,Bologna FC 1909,0,False
1254,Abdul Rahman Baba,Left-Back,28,2.2,England,Premier League,Chelsea FC,England,Championship,Reading FC,0,True
1255,Domingos Quina,Central Midfield,22,2.2,England,Championship,Watford FC,Spain,LaLiga,Elche CF,0,True
1256,Fredrik Gulbrandsen,Centre-Forward,29,2.2,Türkiye,Süper Lig,Basaksehir FK,Türkiye,Süper Lig,Adana Demirspor,0,False
1257,Kento Hashimoto,Defensive Midfield,28,2.2,Russia,Premier Liga,FK Rostov,Spain,LaLiga SmartBank,SD Huesca,0,True
1258,Ishak Belfodil,Centre-Forward,30,2.2,Germany,Bundesliga,Hertha BSC,Qatar,Stars League,Al-Gharafa SC,0,False
1259,Borja Sainz,Left Winger,21,2.2,Spain,LaLiga SmartBank,Deportivo Alavés,Türkiye,Süper Lig,Giresunspor,0,False
1260,Pietro Beruatto,Left-Back,23,2.0,Italy,Serie C-A,Juventus Next Gen,Italy,Serie B,Pisa Sporting Club,2.1,False
1261,Sofian Kiyine,Left Midfield,24,2.1,Italy,Serie A,SS Lazio,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,1.7,False
1262,Jerónimo Cacciabue,Central Midfield,24,2.1,Argentina,Liga Profesional,CA Newell's Old Boys,Poland,Ekstraklasa,Miedz Legnica,0,True
1263,Mathys Tel,Left Winger,17,2.0,France,Ligue 1,Stade Rennais FC,Germany,Bundesliga,Bayern Munich,20.0,False
1264,Mikael,Centre-Forward,23,2.0,Brazil,Série B,Sport Club do Recife,Italy,Serie A,US Salernitana 1919,3.28,False
1265,Emil Konradsen Ceide,Left Winger,20,2.0,Norway,Eliteserien,Rosenborg BK,Italy,Serie A,US Sassuolo,2.85,False
1266,Gabriel Florentín,Attacking Midfield,23,2.0,Argentina,Liga Profesional,AA Argentinos Juniors,Russia,Premier Liga,FK Orenburg,2.2,False
1267,Oscar Fraulo,Central Midfield,18,350k,Denmark,Superliga,FC Midtjylland,Germany,Bundesliga,Borussia Mönchengladbach,2.0,False
1268,Emre Mor,Right Winger,24,1.7,Türkiye,Süper Lig,Fatih Karagümrük,Türkiye,Süper Lig,Fenerbahce,2.0,False
1269,Delano Burgzorg,Left Winger,23,2.0,Netherlands,Keuken Kampioen Divisie,Heracles Almelo,Germany,Bundesliga,1.FSV Mainz 05,2.0,False
1270,Jessic Ngankam,Centre-Forward,21,2.0,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,Hertha BSC,2.0,False
1271,Emrecan Uzunhan,Centre-Back,21,525k,Türkiye,Süper Lig,Istanbulspor,Türkiye,Süper Lig,Besiktas JK,2.0,False
1272,Sammie Szmodics,Attacking Midfield,26,500k,England,League One,Peterborough United,England,Championship,Blackburn Rovers,2.0,False
1273,Michel Vlap,Attacking Midfield,25,2.0,Belgium,Jupiler Pro League,RSC Anderlecht,Netherlands,Eredivisie,Twente Enschede FC,2.0,False
1274,Aurélien Scheidler,Centre-Forward,24,1.5,France,Ligue 2,Dijon FCO,Italy,Serie B,SSC Bari,2.0,False
1275,Leonardo Buta,Left-Back,20,450k,Portugal,Liga 3,SC Braga B,Italy,Serie A,Udinese Calcio,2.0,False
1276,Zakaria Aboukhlal,Right Winger,22,2.0,Netherlands,Eredivisie,AZ Alkmaar,France,Ligue 1,FC Toulouse,2.0,False
1277,Marcin Bulka,Goalkeeper,22,2.0,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,OGC Nice,2.0,False
1278,Diego Hernández,Attacking Midfield,23,2.0,Uruguay,Primera División Clausura,Montevideo Wanderers,Brazil,Série A,Botafogo de Futebol e Regatas,2.0,False
1279,Boubacar Traoré,Defensive Midfield,21,1.8,France,Ligue 2,FC Metz,England,Premier League,Wolverhampton Wanderers,2.0,True
1280,Oleksandr Zubkov,Right Winger,26,1.8,Hungary,NB I.,Ferencvárosi TC,Ukraine,Premier Liga,Shakhtar Donetsk,2.0,False
1281,Doron Leidner,Left-Back,20,1.2,Israel,Ligat ha'Al,Hapoel Tel Aviv,Greece,Super League 1,Olympiacos Piraeus,2.0,False
