,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
513,Mahdi Camara,Central Midfield,24,6.0,France,Ligue 2,AS Saint-Étienne,France,Ligue 1,Stade Brestois 29,0,True
514,Brian Rodríguez,Left Winger,22,4.0,United States,MLS,Los Angeles FC,Mexico,Liga MX Apertura,CF América,5.97,False
515,Matt Turner,Goalkeeper,28,5.0,United States,MLS,New England Revolution,England,Premier League,Arsenal FC,5.9,False
516,Darko Gyabi,Central Midfield,18,0,England,Premier League 2,Manchester City U21,England,Premier League,Leeds United,5.8,False
517,Vakoun Bayo,Centre-Forward,25,3.2,Belgium,Jupiler Pro League,R Charleroi SC,England,Championship,Watford FC,5.8,False
518,Jean Meneses,Left Winger,29,3.5,Mexico,Liga MX Apertura,Club León FC,Mexico,Liga MX Apertura,Deportivo Toluca,5.7,False
519,Janis Antiste,Centre-Forward,20,4.0,Italy,Serie A,Spezia Calcio,Italy,Serie A,US Sassuolo,5.68,False
520,Casper Nielsen,Central Midfield,28,5.5,Belgium,Jupiler Pro League,Union Saint-Gilloise,Belgium,Jupiler Pro League,Club Brugge KV,7.0,False
521,Isaak Touré,Centre-Back,19,5.0,France,Ligue 2,Le Havre AC,France,Ligue 1,Olympique Marseille,5.5,False
522,Petar Musa,Centre-Forward,24,5.0,Portugal,Liga Portugal,Boavista FC,Portugal,Liga Portugal,SL Benfica,5.5,False
523,Williot Swedberg,Attacking Midfield,18,5.0,Sweden,Allsvenskan,Hammarby IF,Spain,LaLiga,Celta de Vigo,5.5,False
524,Johan Mojica,Left-Back,30,5.0,Spain,LaLiga,Elche CF,Spain,LaLiga,Villarreal CF,5.5,False
525,Vincent Janssen,Centre-Forward,28,2.5,Mexico,Liga MX Apertura,CF Monterrey,Belgium,Jupiler Pro League,Royal Antwerp FC,5.5,False
526,Oriol Romeu,Defensive Midfield,30,5.0,England,Premier League,Southampton FC,Spain,LaLiga,Girona FC,5.5,False
527,Arne Maier,Central Midfield,23,5.5,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,FC Augsburg,5.0,False
528,Florin Tănase,Attacking Midfield,27,5.5,Romania,SuperLiga,FCSB,United Arab Emirates,UAE Pro League,Al-Jazira (Abu Dhabi),3.0,False
529,Alessandro Florenzi,Right-Back,31,5.5,Italy,Serie A,AS Roma,Italy,Serie A,AC Milan,2.7,False
530,Sead Haksabanovic,Left Winger,23,5.5,Russia,1.League,Rubin Kazan,Scotland,Premiership,Celtic FC,2.5,False
531,Cristian Pavón,Left Winger,26,5.5,Argentina,Liga Profesional,CA Boca Juniors,Brazil,Série A,Clube Atlético Mineiro,0,False
532,Abdulrahman Ghareeb,Left Winger,25,3.0,Saudi Arabia,Without League,Al-Ahli SFC,Saudi Arabia,Saudi Pro League,Al-Nassr FC,5.25,False
533,Anthony Modeste,Centre-Forward,34,3.0,Germany,Bundesliga,1.FC Köln,Germany,Bundesliga,Borussia Dortmund,5.1,False
534,Andrea Cambiaso,Left-Back,22,5.0,Italy,Serie B,Genoa CFC,Italy,Serie A,Juventus FC,12.85,False
535,Kristian Thorstvedt,Attacking Midfield,23,5.0,Belgium,Jupiler Pro League,KRC Genk,Italy,Serie A,US Sassuolo,10.15,False
536,Raphael Onyedika,Defensive Midfield,21,5.0,Denmark,Superliga,FC Midtjylland,Belgium,Jupiler Pro League,Club Brugge KV,9.5,False
537,Christopher Martins Pereira,Defensive Midfield,25,5.0,Switzerland,Super League,BSC Young Boys,Russia,Premier Liga,Spartak Moscow,7.0,False
538,Ko Itakura,Centre-Back,25,5.0,England,Premier League,Manchester City,Germany,Bundesliga,Borussia Mönchengladbach,5.0,False
539,Wilfried Kanga,Centre-Forward,24,2.2,Switzerland,Super League,BSC Young Boys,Germany,Bundesliga,Hertha BSC,5.0,False
540,Pablo Torre,Central Midfield,19,3.0,Spain,LaLiga SmartBank,Racing Santander,Spain,LaLiga,FC Barcelona,5.0,False
541,Thomas Henry,Centre-Forward,27,5.0,Italy,Serie B,Venezia FC,Italy,Serie A,Hellas Verona,5.0,False
542,Domagoj Bradaric,Left-Back,22,3.5,France,Ligue 1,LOSC Lille,Italy,Serie A,US Salernitana 1919,5.0,False
543,Federico Bonazzoli,Centre-Forward,25,5.0,Italy,Serie A,UC Sampdoria,Italy,Serie A,US Salernitana 1919,5.0,False
544,Adam Masina,Left Midfield,28,3.0,England,Championship,Watford FC,Italy,Serie A,Udinese Calcio,5.0,False
545,Jorge Sánchez,Right-Back,24,5.0,Mexico,Liga MX Apertura,CF América,Netherlands,Eredivisie,Ajax Amsterdam,5.0,False
546,Aboubakar Kamara,Centre-Forward,27,3.5,Greece,Super League 1,Aris Thessaloniki,Greece,Super League 1,Olympiacos Piraeus,5.0,False
547,Salis Abdul Samed,Defensive Midfield,22,3.0,France,Ligue 1,Clermont Foot 63,France,Ligue 1,RC Lens,5.0,False
548,Brice Samba,Goalkeeper,28,2.5,England,Premier League,Nottingham Forest,France,Ligue 1,RC Lens,5.0,False
549,Bruno Tabata,Right Winger,25,4.0,Portugal,Liga Portugal,Sporting CP,Brazil,Série A,Sociedade Esportiva Palmeiras,5.0,False
550,Jurgen Ekkelenkamp,Attacking Midfield,22,3.5,Germany,Bundesliga,Hertha BSC,Belgium,Jupiler Pro League,Royal Antwerp FC,5.0,False
551,Ferran Jutglà,Centre-Forward,23,3.0,Spain,Primera Federación - Gr. II,FC Barcelona Atlètic,Belgium,Jupiler Pro League,Club Brugge KV,5.0,False
552,Davide Bettella,Centre-Back,22,2.0,Italy,Serie A,Atalanta BC,Italy,Serie A,AC Monza,5.0,False
553,Luis Milla,Central Midfield,27,5.0,Spain,LaLiga SmartBank,Granada CF,Spain,LaLiga,Getafe CF,5.0,False
554,Leo Østigård,Centre-Back,22,5.0,England,Premier League,Brighton & Hove Albion,Italy,Serie A,SSC Napoli,5.0,False
555,Calvin Ramsay,Right-Back,18,5.0,Scotland,Premiership,Aberdeen FC,England,Premier League,Liverpool FC,4.9,False
556,Hélder Costa,Right Winger,28,5.0,England,Premier League,Leeds United,Saudi Arabia,Saudi Pro League,Al-Ittihad Club,4.8,True
557,Ignatius Ganago,Centre-Forward,23,5.0,France,Ligue 1,RC Lens,France,Ligue 1,FC Nantes,4.4,False
558,Johann Lepenant,Defensive Midfield,19,5.0,France,Ligue 2,SM Caen,France,Ligue 1,Olympique Lyon,4.25,False
559,Petar Musa,Centre-Forward,24,5.0,Czech Republic,Fortuna Liga,SK Slavia Prague,Portugal,Liga Portugal,Boavista FC,4.25,False
560,Stephen Eustaquio,Central Midfield,25,5.0,Portugal,Liga Portugal,FC Paços de Ferreira,Portugal,Liga Portugal,FC Porto,4.21,False
561,Jean Onana,Defensive Midfield,22,5.0,France,Ligue 2,FC Girondins Bordeaux,France,Ligue 1,RC Lens,4.0,False
562,Ezequiel Ponce,Centre-Forward,25,5.0,Russia,Premier Liga,Spartak Moscow,Spain,LaLiga,Elche CF,4.0,False
563,Andrea Carboni,Centre-Back,21,5.0,Italy,Serie B,Cagliari Calcio,Italy,Serie A,AC Monza,4.0,False
564,Lincoln,Attacking Midfield,23,5.0,Portugal,Liga Portugal,CD Santa Clara,Türkiye,Süper Lig,Fenerbahce,3.5,False
565,Maxim Leitsch,Centre-Back,24,5.0,Germany,Bundesliga,VfL Bochum,Germany,Bundesliga,1.FSV Mainz 05,3.5,False
566,Rúben Semedo,Centre-Back,28,5.0,Greece,Super League 1,Olympiacos Piraeus,Qatar,Stars League,Al-Duhail SC,3.5,False
567,Jackson Muleka,Centre-Forward,22,5.0,Belgium,Jupiler Pro League,Standard Liège,Türkiye,Süper Lig,Besiktas JK,3.35,False
568,Mario Vuskovic,Centre-Back,20,5.0,Croatia,SuperSport HNL,HNK Hajduk Split,Germany,2. Bundesliga,Hamburger SV,3.0,False
569,Jordan Torunarigha,Centre-Back,24,5.0,Germany,Bundesliga,Hertha BSC,Belgium,Jupiler Pro League,KAA Gent,3.0,False
570,Pablo Maffeo,Right-Back,24,5.0,Germany,Bundesliga,VfB Stuttgart,Spain,LaLiga,RCD Mallorca,3.0,False
571,Iké Ugbo,Centre-Forward,23,5.0,Belgium,Jupiler Pro League,KRC Genk,France,Ligue 1,ESTAC Troyes,3.0,False
572,Josh Cullen,Central Midfield,26,5.0,Belgium,Jupiler Pro League,RSC Anderlecht,England,Championship,Burnley FC,3.0,False
573,Roger Martí,Centre-Forward,31,5.0,Spain,LaLiga SmartBank,Levante UD,Spain,LaLiga,Elche CF,3.0,False
574,Simon Banza,Centre-Forward,25,5.0,France,Ligue 1,RC Lens,Portugal,Liga Portugal,SC Braga,2.96,False
575,Abdülkerim Bardakcı,Centre-Back,27,5.0,Türkiye,Süper Lig,Konyaspor,Türkiye,Süper Lig,Galatasaray,2.8,False
576,Julián Quiñones,Centre-Forward,25,5.0,Mexico,Liga MX Apertura,Tigres UANL,Mexico,Liga MX Apertura,Atlas Guadalajara,2.6,False
577,Tonny Vilhena,Central Midfield,27,5.0,Russia,Premier Liga,FK Krasnodar,Spain,LaLiga,RCD Espanyol Barcelona,2.5,False
578,Pierre Lees-Melou,Defensive Midfield,29,5.0,England,Championship,Norwich City,France,Ligue 1,Stade Brestois 29,2.3,False
579,Umut Bozok,Centre-Forward,25,5.0,France,Ligue 1,FC Lorient,Türkiye,Süper Lig,Trabzonspor,2.0,False
580,Jimmy Cabot,Right Midfield,28,5.0,France,Ligue 1,Angers SCO,France,Ligue 1,RC Lens,2.0,False
581,Andrea Cambiaso,Left-Back,22,5.0,Italy,Serie A,Juventus FC,Italy,Serie A,Bologna FC 1909,2.0,True
582,Dominik Kohr,Defensive Midfield,28,5.0,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,1.FSV Mainz 05,1.5,False
583,Lucas Perrin,Centre-Back,23,5.0,France,Ligue 1,Olympique Marseille,France,Ligue 1,RC Strasbourg Alsace,1.5,False
584,Marcelino Moreno,Attacking Midfield,28,5.0,United States,MLS,Atlanta United FC,Brazil,Série A,Coritiba Foot Ball Club,1.5,False
585,Jan Kuchta,Centre-Forward,25,5.0,Russia,Premier Liga,Lokomotiv Moscow,Czech Republic,Fortuna Liga,AC Sparta Prague,1.0,True
586,Henry Onyekuru,Left Winger,25,5.0,Greece,Super League 1,Olympiacos Piraeus,Türkiye,Süper Lig,Adana Demirspor,1.0,True
587,Mark-Anthony Kaye,Central Midfield,27,5.0,United States,MLS,Colorado Rapids,Canada,MLS,Toronto FC,955k,False
588,Jack Hendry,Centre-Back,27,5.0,Belgium,Jupiler Pro League,Club Brugge KV,Italy,Serie A,US Cremonese,600k,True
589,Mathew Ryan,Goalkeeper,30,5.0,Spain,LaLiga,Real Sociedad,Denmark,Superliga,FC Copenhagen,500k,False
590,Ludwig Augustinsson,Left-Back,28,5.0,Spain,LaLiga,Sevilla FC,England,Premier League,Aston Villa,500k,True
591,Tonny Vilhena,Central Midfield,27,5.0,Spain,LaLiga,RCD Espanyol Barcelona,Italy,Serie A,US Salernitana 1919,300k,True
592,Nemanja Matic,Defensive Midfield,33,5.0,England,Premier League,Manchester United,Italy,Serie A,AS Roma,0,False
593,Junior Dina Ebimbe,Central Midfield,21,5.0,France,Ligue 1,Paris Saint-Germain,Germany,Bundesliga,Eintracht Frankfurt,0,True
594,Rúben Vinagre,Left-Back,23,5.0,Portugal,Liga Portugal,Sporting CP,England,Premier League,Everton FC,0,True
595,Sepp van den Berg,Centre-Back,20,5.0,England,Premier League,Liverpool FC,Germany,Bundesliga,FC Schalke 04,0,True
596,Sebastiano Esposito,Centre-Forward,20,5.0,Italy,Serie A,Inter Milan,Belgium,Jupiler Pro League,RSC Anderlecht,0,True
597,Amos Pieper,Centre-Back,24,5.0,Germany,2. Bundesliga,Arminia Bielefeld,Germany,Bundesliga,SV Werder Bremen,0,False
598,Arthur Masuaku,Left-Back,28,5.0,England,Premier League,West Ham United,Türkiye,Süper Lig,Besiktas JK,0,True
599,Tom Lawrence,Left Winger,28,5.0,England,League One,Derby County,Scotland,Premiership,Rangers FC,0,False
600,Simone Verdi,Attacking Midfield,30,5.0,Italy,Serie A,Torino FC,Italy,Serie A,Hellas Verona,0,True
601,Aaron Mooy,Central Midfield,31,5.0,China,Super League,Shanghai Port,Scotland,Premiership,Celtic FC,0,False
602,Mads Bech Sörensen,Centre-Back,23,5.0,England,Premier League,Brentford FC,France,Ligue 1,OGC Nice,0,True
603,Gabriel Pires,Central Midfield,28,5.0,Portugal,Liga Portugal,SL Benfica,Brazil,Série A,Botafogo de Futebol e Regatas,0,True
604,Rodrigo Muniz,Centre-Forward,21,5.0,England,Premier League,Fulham FC,England,Championship,Middlesbrough FC,0,True
605,Ronaël Pierre-Gabriel,Right-Back,24,5.0,Germany,Bundesliga,1.FSV Mainz 05,France,Ligue 1,RC Strasbourg Alsace,0,True
606,Sime Vrsaljko,Right-Back,30,5.0,Spain,LaLiga,Atlético de Madrid,Greece,Super League 1,Olympiacos Piraeus,0,False
607,Joselu,Centre-Forward,32,5.0,Spain,LaLiga SmartBank,Deportivo Alavés,Spain,LaLiga,RCD Espanyol Barcelona,0,False
608,Benjamin Lecomte,Goalkeeper,31,5.0,Monaco,Ligue 1,AS Monaco,Spain,LaLiga,RCD Espanyol Barcelona,0,True
609,Sebastian Walukiewicz,Centre-Back,22,5.0,Italy,Serie B,Cagliari Calcio,Italy,Serie A,FC Empoli,0,True
610,Shane Duffy,Centre-Back,30,5.0,England,Premier League,Brighton & Hove Albion,England,Premier League,Fulham FC,0,True
611,Zelimkhan Bakaev,Right Winger,26,5.0,Russia,Premier Liga,Spartak Moscow,Russia,Premier Liga,Zenit St. Petersburg,0,False
612,Giuseppe Pezzella,Left-Back,24,5.0,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,US Lecce,0,True
613,Rémi Oudin,Attacking Midfield,25,5.0,France,Ligue 2,FC Girondins Bordeaux,Italy,Serie A,US Lecce,0,True
614,Jeff Hendrick,Central Midfield,30,5.0,England,Premier League,Newcastle United,England,Championship,Reading FC,0,True
615,Gonzalo Villar,Central Midfield,24,5.0,Italy,Serie A,AS Roma,Italy,Serie A,UC Sampdoria,0,True
616,Ethan Laird,Right-Back,21,5.0,England,Premier League 2,Manchester United U21,England,Championship,Queens Park Rangers,0,True
617,Riechedly Bazoer,Centre-Back,25,5.0,Netherlands,Eredivisie,Vitesse Arnhem,Netherlands,Eredivisie,AZ Alkmaar,0,False
618,Ian Maatsen,Left-Back,20,5.0,England,Premier League 2,Chelsea FC U21,England,Championship,Burnley FC,0,True
619,Levi Colwill,Centre-Back,19,5.0,England,Premier League 2,Chelsea FC U21,England,Premier League,Brighton & Hove Albion,0,True
620,Soualiho Meïté,Central Midfield,28,5.0,Portugal,Liga Portugal,SL Benfica,Italy,Serie A,US Cremonese,0,True
621,Antonio Blanco,Defensive Midfield,22,5.0,Spain,LaLiga,Real Madrid,Spain,LaLiga,Cádiz CF,0,True
622,Pablo Marí,Centre-Back,28,5.0,England,Premier League,Arsenal FC,Italy,Serie A,AC Monza,0,True
623,Jean Michaël Seri,Defensive Midfield,30,5.0,England,Premier League,Fulham FC,England,Championship,Hull City,0,False
624,Steven Alzate,Central Midfield,23,5.0,England,Premier League,Brighton & Hove Albion,Belgium,Jupiler Pro League,Standard Liège,0,True
625,Fernando Pacheco,Goalkeeper,30,5.0,Spain,LaLiga SmartBank,Deportivo Alavés,Spain,LaLiga,UD Almería,0,False
626,Yacine Brahimi,Left Winger,32,5.0,Qatar,Stars League,Al-Rayyan SC,Qatar,Stars League,Al-Gharafa SC,0,False
627,Héctor Herrera,Central Midfield,32,5.0,Spain,LaLiga,Atlético de Madrid,United States,MLS,Houston Dynamo FC,0,False
628,Ricardo Goulart,Attacking Midfield,31,5.0,Brazil,Série A,Santos FC,Brazil,Série B,Esporte Clube Bahia,0,False
629,Yan Couto,Right-Back,20,5.0,England,Premier League,Manchester City,Spain,LaLiga,Girona FC,0,True
630,Marcos Paulo,Left Winger,21,5.0,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga SmartBank,CD Mirandés,0,True
631,David Ospina,Goalkeeper,33,5.0,Italy,Serie A,SSC Napoli,Saudi Arabia,Saudi Pro League,Al-Nassr FC,0,False
632,Carlos Salcedo,Centre-Back,28,5.0,Canada,MLS,Toronto FC,Mexico,Liga MX Apertura,FC Juárez,0,False
633,Anthony Nwakaeme,Left Winger,33,5.0,Türkiye,Süper Lig,Trabzonspor,Saudi Arabia,Saudi Pro League,Al-Fayha FC,0,False
634,Emirhan İlkhan,Central Midfield,18,3.0,Türkiye,Süper Lig,Besiktas JK,Italy,Serie A,Torino FC,4.9,False
635,Dia Saba,Attacking Midfield,29,4.8,United Arab Emirates,UAE Pro League,Al-Nasr SC (UAE),Türkiye,Süper Lig,Sivasspor,0,False
636,Rodrigo Aguirre,Centre-Forward,27,2.0,Ecuador,Serie A Segunda Etapa,LDU Quito,Mexico,Liga MX Apertura,CF Monterrey,4.75,False
637,Amar Fatah,Left Winger,18,350k,Sweden,Allsvenskan,AIK,France,Ligue 1,ESTAC Troyes,4.7,False
638,Berat Özdemir,Defensive Midfield,24,4.7,Türkiye,Süper Lig,Trabzonspor,Saudi Arabia,Saudi Pro League,Al-Ettifaq FC,2.44,False
639,Nicolas Moumi Ngamaleu,Left Winger,28,4.7,Switzerland,Super League,BSC Young Boys,Russia,Premier Liga,Dynamo Moscow,2.0,False
640,Daniel-Kofi Kyereh,Attacking Midfield,26,3.0,Germany,2. Bundesliga,FC St. Pauli,Germany,Bundesliga,SC Freiburg,4.5,False
641,Denis Vavro,Centre-Back,26,3.0,Italy,Serie A,SS Lazio,Denmark,Superliga,FC Copenhagen,4.5,False
642,Igor Paixão,Left Winger,22,800k,Brazil,Série A,Coritiba Foot Ball Club,Netherlands,Eredivisie,Feyenoord Rotterdam,4.5,False
643,Edu Expósito,Central Midfield,26,4.0,Spain,LaLiga SmartBank,SD Eibar,Spain,LaLiga,RCD Espanyol Barcelona,4.5,False
644,Mateo Cassierra,Centre-Forward,25,4.5,Russia,Premier Liga,FC Sochi,Russia,Premier Liga,Zenit St. Petersburg,4.5,False
645,Allahyar Sayyadmanesh,Right Winger,21,2.5,Türkiye,Süper Lig,Fenerbahce,England,Championship,Hull City,4.5,False
646,Gastón Ávila,Centre-Back,20,4.5,Argentina,Liga Profesional,CA Boca Juniors,Belgium,Jupiler Pro League,Royal Antwerp FC,4.4,False
647,Pietro Pellegri,Centre-Forward,21,4.5,Monaco,Ligue 1,AS Monaco,Italy,Serie A,Torino FC,4.2,False
648,Jamie Leweling,Right Winger,21,4.5,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,1.FC Union Berlin,4.0,False
649,Patrick Berg,Defensive Midfield,24,4.5,France,Ligue 1,RC Lens,Norway,Eliteserien,FK Bodø/Glimt,4.0,False
650,Andraz Sporar,Centre-Forward,28,4.5,Portugal,Liga Portugal,Sporting CP,Greece,Super League 1,Panathinaikos FC,3.5,False
651,Luca Kilian,Centre-Back,22,4.5,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,1.FC Köln,2.0,False
652,Ezequiel Bullaude,Attacking Midfield,21,4.5,Argentina,Liga Profesional,CD Godoy Cruz Antonio Tomba,Netherlands,Eredivisie,Feyenoord Rotterdam,2.0,False
653,Moussa Sissoko,Central Midfield,32,4.5,England,Championship,Watford FC,France,Ligue 1,FC Nantes,2.0,False
654,Lorenzo Montipò,Goalkeeper,26,4.5,Italy,Serie B,Benevento Calcio,Italy,Serie A,Hellas Verona,1.1,False
655,Tiquinho Soares,Centre-Forward,31,4.5,Greece,Super League 1,Olympiacos Piraeus,Brazil,Série A,Botafogo de Futebol e Regatas,1.0,False
656,Christopher Jullien,Centre-Back,29,4.5,Scotland,Premiership,Celtic FC,France,Ligue 1,Montpellier HSC,1.0,False
657,Agustín Rogel,Centre-Back,24,4.5,Argentina,Liga Profesional,Club Estudiantes de La Plata,Germany,Bundesliga,Hertha BSC,400k,False
658,Hiroki Ito,Centre-Back,23,4.5,Japan,J1 League,Júbilo Iwata,Germany,Bundesliga,VfB Stuttgart,400k,False
659,Michael Gregoritsch,Centre-Forward,28,4.5,Germany,Bundesliga,FC Augsburg,Germany,Bundesliga,SC Freiburg,0,False
660,Oliver Burke,Centre-Forward,25,4.5,England,Championship,Sheffield United,Germany,Bundesliga,SV Werder Bremen,0,False
661,Benjamin Verbic,Left Winger,28,4.5,Ukraine,Premier Liga,Dynamo Kyiv,Greece,Super League 1,Panathinaikos FC,0,False
662,Bernard,Left Winger,29,4.5,United Arab Emirates,UAE Pro League,Sharjah FC,Greece,Super League 1,Panathinaikos FC,0,False
663,Wylan Cyprien,Central Midfield,27,4.5,Italy,Serie B,Parma Calcio 1913,Switzerland,Super League,FC Sion,0,True
664,Junior Sambia,Right-Back,25,4.5,France,Ligue 1,Montpellier HSC,Italy,Serie A,US Salernitana 1919,0,False
665,Vini Souza,Defensive Midfield,23,4.5,Belgium,Challenger Pro League,Lommel SK,Spain,LaLiga,RCD Espanyol Barcelona,0,True
666,Jordan Beyer,Centre-Back,22,4.5,Germany,Bundesliga,Borussia Mönchengladbach,England,Championship,Burnley FC,0,True
667,Gaël Kakuta,Attacking Midfield,31,4.5,France,Ligue 1,RC Lens,France,Ligue 2,Amiens SC,0,False
668,David Okereke,Centre-Forward,24,4.5,Belgium,Jupiler Pro League,Club Brugge KV,Italy,Serie A,US Cremonese,0,False
669,Germán Berterame,Centre-Forward,23,4.5,Mexico,Liga MX Apertura,Atlético de San Luis,Mexico,Liga MX Apertura,CF Monterrey,0,False
670,Dimitrios Pelkas,Attacking Midfield,28,4.5,Türkiye,Süper Lig,Fenerbahce,England,Championship,Hull City,0,True
671,Ilan Kebbal,Attacking Midfield,24,4.5,France,Ligue 1,Stade Reims,France,Ligue 2,Paris FC,0,True
672,Konstantinos Manolas,Centre-Back,31,4.5,Greece,Super League 1,Olympiacos Piraeus,United Arab Emirates,UAE Pro League,Sharjah FC,0,False
673,Gabriel Pirani,Attacking Midfield,20,4.5,Brazil,Série A,Santos FC,Brazil,Série A,Cuiabá Esporte Clube (MT),0,True
674,Omar Khribin,Centre-Forward,28,4.5,United Arab Emirates,UAE Pro League,Al-Wahda FC,United Arab Emirates,UAE Pro League,Shabab Al-Ahli Club,0,True
675,Alexandro Bernabéi,Left-Back,21,3.3,Argentina,Liga Profesional,Club Atlético Lanús,Scotland,Premiership,Celtic FC,4.35,False
676,Gustavo del Prete,Centre-Forward,26,3.8,Argentina,Liga Profesional,Club Estudiantes de La Plata,Mexico,Liga MX Apertura,UNAM Pumas,4.3,False
677,Can Bozdoğan,Central Midfield,21,4.3,Germany,Bundesliga,FC Schalke 04,Netherlands,Eredivisie,FC Utrecht,500k,True
678,Nicolás Marichal,Centre-Back,21,1.0,Uruguay,Primera División Clausura,Club Nacional,Russia,Premier Liga,Dynamo Moscow,4.2,False
679,Pablo Solari,Right Winger,21,1.8,Chile,Primera División,CSD Colo-Colo,Argentina,Liga Profesional,CA River Plate,4.2,False
680,Stefano Denswil,Centre-Back,29,4.2,Italy,Serie A,Bologna FC 1909,Türkiye,Süper Lig,Trabzonspor,0,False
681,Michele Di Gregorio,Goalkeeper,24,3.8,Italy,Serie A,Inter Milan,Italy,Serie A,AC Monza,4.15,False
682,Veljko Birmancevic,Left Winger,24,3.5,Sweden,Allsvenskan,Malmö FF,France,Ligue 1,FC Toulouse,4.1,False
683,Bosko Sutalo,Centre-Back,22,3.0,Italy,Serie A,Atalanta BC,Croatia,SuperSport HNL,GNK Dinamo Zagreb,4.05,False
684,Jens Stage,Central Midfield,25,3.5,Denmark,Superliga,FC Copenhagen,Germany,Bundesliga,SV Werder Bremen,4.0,False
685,Filippo Melegoni,Central Midfield,23,2.0,Italy,Serie A,Atalanta BC,Italy,Serie B,Genoa CFC,4.0,False
686,Juan Cabal,Centre-Back,21,800k,Colombia,Liga DIMAYOR II,Atlético Nacional,Italy,Serie A,Hellas Verona,4.0,False
687,Sotiris Alexandropoulos,Central Midfield,20,3.0,Greece,Super League 1,Panathinaikos FC,Portugal,Liga Portugal,Sporting CP,4.0,False
688,Jaka Bijol,Centre-Back,23,3.5,Russia,Premier Liga,CSKA Moscow,Italy,Serie A,Udinese Calcio,4.0,False
689,Enzo Ebosse,Centre-Back,23,2.0,France,Ligue 1,Angers SCO,Italy,Serie A,Udinese Calcio,4.0,False
690,Francesco Caputo,Centre-Forward,34,2.5,Italy,Serie A,US Sassuolo,Italy,Serie A,UC Sampdoria,4.0,False
691,Alan Virginius,Left Winger,19,2.0,France,Ligue 2,FC Sochaux-Montbéliard,France,Ligue 1,LOSC Lille,4.0,False
692,Benson Manuel,Right Winger,25,3.0,Belgium,Jupiler Pro League,Royal Antwerp FC,England,Championship,Burnley FC,4.0,False
693,Anass Zaroury,Left Winger,21,1.2,Belgium,Jupiler Pro League,R Charleroi SC,England,Championship,Burnley FC,4.0,False
694,Nicolás Fernández Mercau,Left-Back,22,2.5,Argentina,Liga Profesional,CA San Lorenzo de Almagro,Spain,LaLiga,Elche CF,4.0,False
695,Doğukan Sinik,Left Winger,23,4.0,Türkiye,Süper Lig,Antalyaspor,England,Championship,Hull City,4.0,False
696,Emil Bohinen,Defensive Midfield,23,4.0,Russia,Premier Liga,CSKA Moscow,Italy,Serie A,US Salernitana 1919,3.85,False
697,Martin Hongla,Defensive Midfield,24,4.0,Belgium,Jupiler Pro League,Royal Antwerp FC,Italy,Serie A,Hellas Verona,3.7,False
698,Marcus Forss,Centre-Forward,23,4.0,England,Premier League,Brentford FC,England,Championship,Middlesbrough FC,3.6,False
699,Hidemasa Morita,Central Midfield,27,4.0,Portugal,Liga Portugal,CD Santa Clara,Portugal,Liga Portugal,Sporting CP,3.45,False
700,Carlos González,Centre-Forward,29,4.0,Mexico,Liga MX Apertura,Tigres UANL,Mexico,Liga MX Apertura,Deportivo Toluca,3.3,False
701,Rabbi Matondo,Left Winger,21,4.0,Germany,Bundesliga,FC Schalke 04,Scotland,Premiership,Rangers FC,3.0,False
702,Luuk de Jong,Centre-Forward,31,4.0,Spain,LaLiga,Sevilla FC,Netherlands,Eredivisie,PSV Eindhoven,3.0,False
703,Alejandro Pozo,Right-Back,23,4.0,Spain,LaLiga,Sevilla FC,Spain,LaLiga,UD Almería,3.0,False
704,Néstor Araújo,Centre-Back,30,4.0,Spain,LaLiga,Celta de Vigo,Mexico,Liga MX Apertura,CF América,3.0,False
705,Jonathan Calleri,Centre-Forward,28,4.0,Uruguay,Primera División Clausura,Club Deportivo Maldonado,Brazil,Série A,São Paulo Futebol Clube,2.9,False
706,Martin Dúbravka,Goalkeeper,33,4.0,England,Premier League,Newcastle United,England,Premier League,Manchester United,2.3,True
707,Andy Pelmard,Centre-Back,22,4.0,France,Ligue 1,OGC Nice,Switzerland,Super League,FC Basel 1893,2.0,False
708,Dan Ndoye,Right Winger,21,4.0,France,Ligue 1,OGC Nice,Switzerland,Super League,FC Basel 1893,2.0,False
709,Walter Bou,Centre-Forward,28,4.0,Argentina,Liga Profesional,Defensa y Justicia,Argentina,Liga Profesional,CA Vélez Sarsfield,2.0,False
710,Gonzalo Melero,Central Midfield,28,4.0,Spain,LaLiga SmartBank,Levante UD,Spain,LaLiga,UD Almería,1.9,False
711,Alan Mozo,Right-Back,25,4.0,Mexico,Liga MX Apertura,UNAM Pumas,Mexico,Liga MX Apertura,Deportivo Guadalajara,1.8,False
712,Elvis Rexhbecaj,Central Midfield,24,4.0,Germany,Bundesliga,VfL Wolfsburg,Germany,Bundesliga,FC Augsburg,1.7,False
713,Dylan Bronn,Centre-Back,27,4.0,France,Ligue 2,FC Metz,Italy,Serie A,US Salernitana 1919,1.56,False
